Rk,Name,Age,Tm,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
163,clevimi01,27,CLE,200,,32,810,737,71,164,36,3,21,15,3,67,207,0.223,0.29,0.365,0.655,0.28,269,15,4,0,1,0,5
164,clippty01,33,TOR,68.2,,73,285,256,29,57,14,0,13,8,2,23,85,0.223,0.29,0.43,0.719,0.275,110,1,2,2,2,0,2
165,cloydty01,31,MIA,17.2,,7,87,76,17,25,8,1,3,0,0,10,13,0.329,0.414,0.579,0.993,0.367,44,1,1,0,0,2,0
166,cobbal01,30,BAL,152.1,,28,661,606,93,172,38,5,24,3,6,43,102,0.284,0.332,0.482,0.814,0.305,292,16,4,2,6,5,8
167,coleaj01,26,TOT,48.1,,32,221,196,38,55,11,1,15,1,0,22,59,0.281,0.352,0.577,0.928,0.325,113,2,0,2,1,1,1
168,coleaj01,26,WSN,10.1,,4,53,45,15,16,3,1,6,0,0,6,10,0.356,0.431,0.867,1.298,0.345,39,0,0,2,0,0,0
169,coleaj01,26,NYY,38,,28,168,151,23,39,8,0,9,1,0,16,49,0.258,0.327,0.49,0.817,0.319,74,2,0,0,1,1,1
170,colege01,27,HOU,200.1,,32,799,723,68,143,36,2,19,14,5,64,276,0.198,0.269,0.332,0.6,0.288,240,11,7,2,3,0,4
171,coleta01,28,LAA,36,,18,135,118,11,20,4,0,3,0,1,12,39,0.169,0.261,0.28,0.541,0.221,33,6,3,1,1,0,1
172,colemlo01,32,DET,51.1,,51,217,183,21,43,10,0,5,0,0,24,41,0.235,0.338,0.372,0.71,0.271,68,9,6,1,3,2,2
173,colliti01,28,WSN,22.2,,38,99,87,11,23,3,0,5,2,1,12,21,0.264,0.354,0.471,0.825,0.295,41,3,0,0,0,0,0
174,colomal01,29,TOT,68,,70,282,257,26,59,8,1,7,1,0,21,72,0.23,0.294,0.35,0.645,0.291,90,6,3,0,1,2,5
175,colomal01,29,TBR,21.2,,23,97,88,12,24,6,1,1,1,0,8,23,0.273,0.33,0.398,0.728,0.354,35,2,0,0,1,1,2
176,colomal01,29,SEA,46.1,,47,185,169,14,35,2,0,6,0,0,13,49,0.207,0.276,0.325,0.601,0.254,55,4,3,0,0,1,3
177,colonba01,45,TEX,146.1,,28,628,591,97,172,35,10,32,1,1,25,81,0.291,0.319,0.547,0.866,0.288,323,6,3,1,8,1,4
178,conlead01,28,MIA,50.2,,52,202,179,25,37,11,1,5,0,1,18,50,0.207,0.279,0.363,0.642,0.252,65,7,1,1,3,1,3
179,conlopj01,24,NYM,7.2,,3,38,36,7,15,5,0,2,0,0,2,5,0.417,0.447,0.722,1.17,0.448,26,1,0,0,0,0,0
180,cookry01,31,SEA,17,,19,76,64,10,15,2,0,4,4,0,7,23,0.234,0.333,0.453,0.786,0.289,29,0,3,1,1,1,1
181,copelsc01,30,NYM,1.1,,1,5,5,0,1,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,0.333,1,0,0,0,0,0,0
182,corbipa01,28,ARI,200,,33,800,742,70,162,43,0,15,10,2,48,246,0.218,0.27,0.337,0.607,0.304,250,11,5,3,2,3,1
183,corcida01,27,LAD,4,,2,18,14,2,2,0,0,0,0,0,3,1,0.143,0.333,0.143,0.476,0.154,2,0,1,0,0,0,0
184,cordeji01,26,WSN,19,,22,94,80,13,23,3,0,2,3,0,12,12,0.288,0.394,0.4,0.794,0.318,32,2,2,0,0,2,2
185,cortene01,23,BAL,4.2,,4,26,22,4,10,2,0,2,0,1,4,3,0.455,0.538,0.818,1.357,0.471,18,1,0,0,0,0,0
186,couloda01,28,OAK,23.2,,27,98,86,13,24,3,0,5,1,2,11,26,0.279,0.357,0.488,0.846,0.339,42,6,0,0,1,0,0
187,coveydy01,26,CHW,121.2,,27,542,480,81,129,17,2,13,11,2,52,91,0.269,0.341,0.394,0.735,0.306,189,9,2,5,3,4,11
188,crickky01,25,PIT,60.1,,64,255,223,18,45,7,0,3,9,2,23,65,0.202,0.295,0.274,0.569,0.269,61,1,7,1,1,3,1
189,crockky01,26,CIN,9.1,,15,46,44,8,16,4,0,1,2,0,2,11,0.364,0.391,0.523,0.914,0.469,23,1,0,0,0,1,2
190,cruzrh01,31,TOR,3.1,,2,15,13,1,3,2,0,0,0,0,2,4,0.231,0.333,0.385,0.718,0.333,5,0,0,0,0,0,0
191,cuetojo01,32,SFG,53,,9,214,193,19,46,7,0,8,0,0,13,38,0.238,0.303,0.399,0.702,0.259,77,6,5,3,0,0,1
192,cuevawi01,27,BOS,17,,9,84,68,14,20,6,0,3,0,2,11,20,0.294,0.422,0.515,0.936,0.378,35,1,4,1,0,0,1
193,culbech01,29,ATL,1,,1,5,5,1,2,1,0,0,0,0,0,0,0.4,0.4,0.6,1,0.4,3,0,0,0,0,0,0
194,cumptbr01,29,TOR,1.2,,1,10,8,1,3,2,0,0,0,0,2,2,0.375,0.5,0.625,1.125,0.5,5,0,0,0,0,0,0
195,curtiza01,25,TOT,16.1,,15,79,56,10,12,3,0,1,0,0,19,18,0.214,0.405,0.321,0.726,0.275,18,1,1,0,3,2,0
196,curtiza01,25,PHI,9.2,,7,44,32,2,6,1,0,0,0,0,10,10,0.188,0.386,0.219,0.605,0.261,7,1,1,0,1,1,0
197,curtiza01,25,TEX,6.2,,8,35,24,8,6,2,0,1,0,0,9,8,0.25,0.429,0.458,0.887,0.294,11,0,0,0,2,1,0
198,curtijo02,25,MIN,6.1,,8,30,26,4,8,5,0,0,2,0,4,7,0.308,0.4,0.5,0.9,0.421,13,0,0,0,0,1,0
199,darnach01,31,SFG,1,,1,4,4,0,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.25,1,0,0,0,0,0,0
200,danisty01,23,CHW,6.1,,7,31,25,5,8,0,0,2,0,1,4,5,0.32,0.419,0.56,0.979,0.316,14,0,1,0,1,0,0
201,darviyu01,31,CHC,40,,8,180,153,24,36,8,0,7,6,1,21,49,0.235,0.341,0.425,0.766,0.296,65,1,4,1,1,0,2
202,davidma02,27,CHW,3,,3,11,10,0,1,0,0,0,0,0,1,2,0.1,0.182,0.1,0.282,0.125,1,0,0,0,0,0,0
203,davieza02,25,MIL,66,,13,280,249,36,67,12,3,8,0,4,21,49,0.269,0.33,0.438,0.768,0.299,109,8,4,0,5,3,2
204,davisau01,25,PHI,34.2,,32,151,132,20,35,13,2,4,5,0,12,38,0.265,0.327,0.485,0.812,0.33,64,3,2,1,4,1,2
205,davisjd01,25,HOU,1,,1,4,4,1,1,0,0,1,0,0,0,1,0.25,0.25,1,1.25,0,4,0,0,0,0,0,0
206,daviswa01,32,COL,65.1,,69,261,233,31,43,7,3,8,8,0,26,78,0.185,0.272,0.343,0.615,0.238,80,4,2,0,0,0,0
207,dejonch01,24,MIN,17.2,,4,74,68,9,18,4,1,3,0,1,6,13,0.265,0.324,0.485,0.81,0.288,33,3,0,0,0,0,1
208,rosajo01,37,TOT,56,,59,243,210,25,51,9,1,6,4,0,27,47,0.243,0.329,0.381,0.71,0.283,80,9,1,3,2,4,4
209,rosajo01,37,ARI,35,,42,158,133,19,37,7,0,6,3,0,19,27,0.278,0.368,0.466,0.834,0.304,62,8,1,3,2,3,2
210,rosajo01,37,CHC,21,,17,85,77,6,14,2,1,0,1,0,8,20,0.182,0.259,0.234,0.493,0.246,18,1,0,0,0,1,2
211,delosen01,22,PHI,19,,7,81,70,10,19,5,2,2,0,1,8,15,0.271,0.35,0.486,0.836,0.315,34,2,1,1,1,0,0
212,deetzde01,24,HOU,3.1,,4,15,13,2,4,1,0,1,0,0,1,3,0.308,0.4,0.615,1.015,0.333,8,0,1,0,0,0,0
213,degroja01,30,NYM,217,,32,835,776,48,152,27,3,10,15,8,46,269,0.196,0.244,0.277,0.521,0.283,215,13,5,3,5,3,7
214,delgara01,28,ARI,11.1,,10,51,45,6,11,1,0,3,2,0,6,5,0.244,0.333,0.467,0.8,0.216,21,1,0,0,0,2,1
215,descada01,31,ARI,3.1,,2,15,14,3,4,1,0,2,0,0,1,2,0.286,0.333,0.786,1.119,0.2,11,0,0,0,0,0,0
216,desclan01,28,CIN,115,,21,484,443,68,118,20,1,24,4,5,30,108,0.266,0.313,0.479,0.792,0.298,212,7,2,5,4,2,4
217,despaod01,31,TOT,39,,19,188,162,34,52,12,0,4,1,0,19,35,0.321,0.39,0.469,0.86,0.378,76,4,2,1,4,1,3
218,despaod01,31,MIA,20.1,,11,91,79,16,22,6,0,1,0,0,8,18,0.278,0.344,0.392,0.737,0.339,31,2,1,1,2,1,2
219,despaod01,31,LAA,18.2,,8,97,83,18,30,6,0,3,1,0,11,17,0.361,0.433,0.542,0.975,0.415,45,2,1,0,2,0,1
220,detwiro01,32,SEA,6,,1,23,20,3,8,0,0,1,0,0,2,2,0.4,0.435,0.55,0.985,0.389,11,5,0,0,1,0,0
221,devench02,27,HOU,47.1,,50,196,178,23,42,6,0,9,8,0,13,51,0.236,0.297,0.421,0.719,0.277,75,3,3,1,1,1,1
222,diazed04,24,SEA,73.1,,73,280,257,17,41,4,1,5,5,2,17,124,0.16,0.229,0.241,0.47,0.281,62,2,6,0,0,0,2
223,diazmi02,23,SDP,18.2,,11,85,71,11,16,7,0,2,2,0,12,30,0.225,0.329,0.408,0.738,0.341,29,0,0,0,2,2,0
224,diekmja01,31,TOT,53.1,,71,243,204,33,49,11,1,4,2,2,31,66,0.24,0.354,0.363,0.717,0.331,74,7,6,0,2,2,6
225,diekmja01,31,TEX,39,,47,172,144,18,31,7,1,2,2,1,23,48,0.215,0.331,0.319,0.651,0.302,46,6,3,0,2,1,5
226,diekmja01,31,ARI,14.1,,24,71,60,15,18,4,0,2,0,1,8,18,0.3,0.408,0.467,0.875,0.4,28,1,3,0,0,1,1
227,dixonbr01,26,CIN,1.1,,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,dominse01,23,PHI,58,,53,231,204,19,32,7,0,4,1,0,22,74,0.157,0.251,0.25,0.501,0.22,51,3,4,0,1,2,2
229,doolise01,31,WSN,45,,43,163,155,8,21,3,0,3,4,2,6,60,0.135,0.178,0.213,0.391,0.196,33,1,2,0,0,1,3
230,drakeol01,31,TOT,47.2,,44,209,190,29,52,14,1,4,2,1,17,51,0.274,0.337,0.421,0.758,0.356,80,4,1,1,0,1,1
231,drakeol01,31,TOT,35,,33,151,141,20,38,8,1,4,2,1,9,36,0.27,0.318,0.426,0.743,0.337,60,2,1,0,0,0,0
232,drakeol01,31,MIL,12.2,,11,58,49,9,14,6,0,0,0,0,8,15,0.286,0.386,0.408,0.794,0.412,20,2,0,1,0,1,1
233,drakeol01,31,CLE,4.1,,4,22,20,6,7,2,0,0,0,0,1,4,0.35,0.409,0.45,0.859,0.438,9,0,1,0,0,0,0
234,drakeol01,31,LAA,8.2,,8,40,39,5,15,2,0,2,0,1,1,8,0.385,0.4,0.59,0.99,0.448,23,1,0,0,0,0,0
235,drakeol01,31,TOR,1.2,,2,9,9,3,4,2,1,0,0,0,0,2,0.444,0.444,0.889,1.333,0.571,8,0,0,0,0,0,0
236,drakeol01,31,MIN,20.1,,19,80,73,6,12,2,0,2,2,0,7,22,0.164,0.238,0.274,0.511,0.204,20,1,0,0,0,0,0
237,duensbr01,35,CHC,37.2,,48,181,147,33,42,8,0,6,2,0,29,24,0.286,0.4,0.463,0.863,0.3,68,5,1,1,3,2,2
238,duffety01,27,MIN,25,,19,107,100,22,26,8,1,6,0,0,4,19,0.26,0.29,0.54,0.83,0.26,54,2,1,0,2,0,2
239,duffyda01,29,KCR,155,,28,692,610,86,161,24,3,23,5,2,70,141,0.264,0.341,0.426,0.767,0.305,260,6,4,2,6,1,4
240,dukeza01,35,TOT,52,,72,240,210,28,57,9,2,1,0,0,21,51,0.271,0.353,0.348,0.701,0.352,73,4,6,2,1,4,4
241,dukeza01,35,MIN,37.1,,45,178,156,19,44,3,2,0,0,0,15,39,0.282,0.362,0.327,0.689,0.373,51,2,5,1,1,4,4
242,dukeza01,35,SEA,14.2,,27,62,54,9,13,6,0,1,0,0,6,12,0.241,0.328,0.407,0.735,0.293,22,2,1,1,0,0,0
243,dullry01,28,OAK,25.1,,28,100,91,12,22,1,1,3,0,2,7,21,0.242,0.293,0.374,0.667,0.279,34,3,0,1,1,0,0
244,dunnmi01,33,COL,17,,25,83,64,17,22,4,1,1,0,1,18,12,0.344,0.482,0.484,0.966,0.404,31,4,0,0,1,0,0
245,dysonsa01,30,SFG,70.1,,74,273,246,23,56,16,1,5,14,5,20,56,0.228,0.29,0.362,0.652,0.271,89,13,3,1,3,1,4
246,edwarca01,26,CHC,52,,58,222,189,17,36,8,1,2,10,0,32,67,0.19,0.308,0.275,0.583,0.283,52,2,0,1,0,1,1
247,edwarjo02,30,CLE,8.2,,9,37,33,4,6,2,0,2,0,0,4,10,0.182,0.27,0.424,0.695,0.19,14,0,0,0,0,0,1
248,eflinza01,24,PHI,128,,24,548,499,69,130,34,2,16,10,3,37,123,0.261,0.313,0.433,0.746,0.313,216,5,3,5,4,4,6
249,eickhje01,27,PHI,5.1,,3,26,26,4,10,4,0,1,0,0,0,11,0.385,0.385,0.654,1.038,0.643,17,0,0,0,0,0,0
250,eliasro01,29,SEA,51,,23,210,190,17,46,12,2,1,6,0,16,34,0.242,0.3,0.342,0.642,0.285,65,4,1,0,3,1,2
251,eovalna01,28,TOT,111,,22,455,427,55,105,19,3,14,3,1,20,101,0.246,0.282,0.403,0.685,0.288,172,10,3,1,4,1,5
252,eovalna01,28,TBR,57,,10,224,213,27,48,6,2,11,1,1,8,53,0.225,0.254,0.427,0.682,0.245,91,5,1,0,2,1,1
253,eovalna01,28,BOS,54,,12,231,214,28,57,13,1,3,2,0,12,48,0.266,0.309,0.379,0.687,0.327,81,5,2,1,2,0,4
254,erlinro01,27,SDP,109,,39,439,419,57,112,20,2,12,5,3,12,88,0.267,0.284,0.411,0.695,0.309,172,11,0,3,5,0,7
255,ervinph01,25,CIN,0.1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,estrama01,34,TOR,143.2,,28,627,566,91,155,49,2,29,10,4,50,103,0.274,0.331,0.521,0.852,0.286,295,5,2,1,7,0,1
257,familje01,28,TOT,72,,70,302,271,26,60,11,1,3,3,1,28,83,0.221,0.298,0.303,0.601,0.306,82,3,2,0,1,1,2
258,familje01,28,NYM,40.2,,40,171,154,13,36,7,1,1,3,1,14,43,0.234,0.304,0.312,0.616,0.315,48,2,2,0,1,1,1
259,familje01,28,OAK,31.1,,30,131,117,13,24,4,0,2,0,0,14,40,0.205,0.29,0.291,0.581,0.293,34,1,0,0,0,0,1
260,fariaja01,24,TBR,65,,17,281,242,39,60,14,2,9,3,1,33,50,0.248,0.342,0.434,0.776,0.274,105,6,3,0,3,1,2
261,farmebu01,27,DET,69.1,,66,308,263,34,67,20,0,6,4,3,41,57,0.255,0.355,0.399,0.754,0.302,105,8,1,1,2,1,4
262,farquda01,31,CHW,8,,8,29,28,5,6,2,0,3,0,0,0,9,0.214,0.207,0.607,0.814,0.176,17,1,0,0,1,0,0
263,farrelu01,27,CHC,31.1,,20,141,123,22,30,4,1,7,1,0,16,39,0.244,0.333,0.463,0.797,0.295,57,1,1,0,1,2,1
264,feddeer01,25,WSN,50.1,,11,217,192,31,55,13,1,8,6,3,22,46,0.286,0.356,0.49,0.846,0.336,94,7,0,1,2,1,0
265,felizmi01,25,PIT,47.2,,47,217,188,33,49,12,1,6,1,1,23,55,0.261,0.346,0.431,0.776,0.331,81,1,3,0,3,0,3
266,ferguca01,21,LAD,49,,29,202,187,21,43,4,2,8,1,0,12,59,0.23,0.287,0.401,0.688,0.292,75,4,3,0,0,1,3
267,fernajo04,25,TOR,10.1,,13,45,41,7,10,2,0,2,0,1,4,6,0.244,0.311,0.439,0.75,0.242,18,0,0,0,0,0,1
268,festama01,25,SEA,8.1,,8,40,37,2,13,4,0,0,2,0,2,4,0.351,0.4,0.459,0.859,0.394,17,0,1,0,0,0,0
269,fieldjo04,26,TBR,1,,1,4,3,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0
270,fieldjo03,32,LAD,41,,45,154,143,10,28,6,0,4,1,0,11,33,0.196,0.253,0.322,0.575,0.226,46,3,0,0,0,1,1
271,fiersmi01,33,TOT,172,,31,714,666,71,166,32,3,32,13,4,37,139,0.249,0.296,0.45,0.746,0.27,300,9,8,1,2,1,2
272,fiersmi01,33,DET,119,,21,502,469,49,121,22,3,20,7,3,26,87,0.258,0.303,0.446,0.749,0.278,209,5,5,1,1,1,2
273,fiersmi01,33,OAK,53,,10,212,197,22,45,10,0,12,6,1,11,52,0.228,0.278,0.462,0.74,0.246,91,4,3,0,1,0,0
274,fillmhe01,24,KCR,82.1,,17,344,306,41,78,10,0,11,3,1,32,57,0.255,0.326,0.395,0.721,0.277,121,12,2,0,4,0,1
275,finnebr01,25,CIN,20.2,,5,103,85,20,27,5,0,5,6,0,15,14,0.318,0.408,0.553,0.961,0.319,47,2,0,0,3,2,0
276,fistedo01,34,TEX,66,,12,289,263,40,73,14,0,11,3,0,19,40,0.278,0.339,0.456,0.795,0.291,120,8,6,0,1,0,6
277,flaheja01,22,STL,151,,28,615,542,59,108,17,1,20,4,0,59,182,0.199,0.29,0.345,0.635,0.258,187,14,11,2,1,3,4
278,flexech01,23,NYM,6.1,,4,40,33,13,14,5,0,2,0,0,6,3,0.424,0.525,0.758,1.283,0.429,25,1,1,0,0,1,1
279,floripe01,31,PHI,2,,2,8,7,2,1,0,0,1,0,0,1,0,0.143,0.25,0.571,0.821,0,4,0,0,0,0,0,0
280,florody01,27,TOT,64,,54,271,241,17,57,12,1,3,6,1,23,58,0.237,0.302,0.332,0.634,0.295,80,5,1,3,3,6,3
281,florody01,27,CIN,36.1,,25,159,142,12,39,10,1,2,5,1,12,27,0.275,0.325,0.401,0.726,0.319,57,3,0,2,3,3,2
282,florody01,27,LAD,27.2,,29,112,99,5,18,2,0,1,1,0,11,31,0.182,0.27,0.232,0.503,0.254,23,2,1,1,0,3,1
283,flynnbr01,28,KCR,75.2,,48,336,295,37,87,17,2,5,1,0,35,47,0.295,0.373,0.417,0.79,0.335,123,16,3,1,2,3,3
284,foltymi01,26,ATL,183,,31,744,666,65,130,25,5,17,3,1,68,202,0.195,0.275,0.324,0.6,0.252,216,11,6,2,1,3,6
285,fontwi01,28,TOT,44,,19,192,175,29,46,6,1,12,1,1,16,36,0.263,0.328,0.514,0.842,0.268,90,2,1,0,0,1,1
286,fontwi01,28,TOT,33.2,,13,144,128,16,28,5,1,7,1,0,15,29,0.219,0.306,0.438,0.743,0.228,56,2,1,0,0,0,1
287,fontwi01,28,LAD,10.1,,6,48,47,13,18,1,0,5,0,1,1,7,0.383,0.396,0.723,1.119,0.371,34,0,0,0,0,1,0
288,fontwi01,28,OAK,6.2,,4,37,33,11,13,2,0,5,0,0,4,9,0.394,0.459,0.909,1.369,0.421,30,0,0,0,0,0,0
289,fontwi01,28,TBR,27,,9,107,95,5,15,3,1,2,1,0,11,20,0.158,0.252,0.274,0.526,0.178,26,2,1,0,0,0,1
290,frareca01,24,CHW,7,,11,31,26,4,6,0,0,0,0,0,4,9,0.231,0.355,0.231,0.586,0.353,6,0,1,0,0,0,0
291,freelky01,25,COL,202.1,,33,844,757,64,182,26,6,17,9,1,70,173,0.24,0.308,0.358,0.666,0.288,271,24,6,5,6,2,8
292,freemsa01,31,ATL,50.1,,63,216,179,26,41,7,0,3,4,1,32,58,0.229,0.349,0.318,0.667,0.317,57,8,2,1,2,2,2
293,friedma01,24,ATL,33.2,,14,142,116,12,26,3,1,3,3,2,20,44,0.224,0.343,0.345,0.688,0.324,40,4,2,2,2,0,1
294,fryja01,24,CHW,51.1,,59,214,191,28,37,5,1,4,2,0,20,70,0.194,0.274,0.293,0.567,0.282,56,1,1,2,0,0,5
295,frypa01,25,BAL,37.2,,35,159,140,20,33,4,0,1,1,2,15,36,0.236,0.327,0.286,0.613,0.311,40,6,4,0,0,0,3
296,fulmeca01,24,CHW,32.1,,9,164,132,32,37,7,1,8,1,0,24,29,0.28,0.405,0.53,0.935,0.299,70,1,5,1,2,0,1
297,fulmemi01,25,DET,132.1,,24,558,504,75,128,31,2,19,1,4,46,110,0.254,0.321,0.437,0.758,0.289,220,14,5,1,2,1,4
298,gagnodr01,28,NYM,12,,5,56,47,11,15,0,0,2,0,0,5,8,0.319,0.407,0.447,0.854,0.351,21,2,2,2,0,0,2
299,gallayo01,32,TOT,94.1,,21,422,370,68,107,22,6,14,4,2,47,58,0.289,0.371,0.495,0.866,0.311,183,19,2,1,1,2,5
300,gallayo01,32,CIN,2.1,,3,19,15,8,8,1,1,1,2,0,4,2,0.533,0.632,0.933,1.565,0.583,14,0,0,0,0,0,0
301,gallayo01,32,TEX,92,,18,403,355,60,99,21,5,13,2,2,43,56,0.279,0.359,0.476,0.835,0.3,169,19,2,1,1,2,5
302,gallegi01,26,TOT,11.1,,6,45,41,5,11,2,0,2,1,2,3,12,0.268,0.318,0.463,0.782,0.333,19,1,0,1,0,0,0
303,gallegi01,26,NYY,10,,4,40,36,5,10,2,0,2,1,2,3,10,0.278,0.333,0.5,0.833,0.333,18,1,0,1,0,0,0
304,gallegi01,26,STL,1.1,,2,5,5,0,1,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,0.333,1,0,0,0,0,0,0
305,gantjo01,25,STL,114,,26,487,422,54,91,20,2,9,5,1,57,95,0.216,0.309,0.336,0.646,0.255,142,7,2,2,4,3,7
306,garcigr01,28,STL,1,,1,3,3,0,1,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.333,1,1,0,0,0,0,0
307,garcija02,31,TOT,82,,33,369,318,57,82,21,2,13,10,3,44,73,0.258,0.351,0.459,0.811,0.295,146,7,3,2,2,2,3
308,garcija02,31,TOR,74.1,,25,335,291,53,76,21,2,13,7,3,38,69,0.261,0.35,0.481,0.831,0.299,140,6,3,1,2,1,3
309,garcija02,31,CHC,7.2,,8,34,27,4,6,0,0,0,3,0,6,4,0.222,0.364,0.222,0.586,0.261,6,1,0,1,0,1,0
310,garcija04,25,MIA,66,,29,278,247,37,59,9,1,16,5,2,28,40,0.239,0.314,0.478,0.792,0.223,118,8,0,1,2,3,3
311,garcilu03,31,PHI,46,,59,204,181,31,49,10,3,4,4,0,18,51,0.271,0.348,0.425,0.773,0.354,77,5,4,0,1,1,2
312,garciyi01,27,LAD,22.1,,25,101,95,18,29,6,1,7,0,0,4,19,0.305,0.347,0.611,0.957,0.319,58,0,2,0,0,1,2
313,gardeni01,24,TEX,5,,3,23,21,2,7,2,1,0,0,0,0,4,0.333,0.348,0.524,0.872,0.389,11,0,1,0,1,0,0
314,garream01,26,CIN,63,,66,264,234,30,56,15,1,8,1,1,25,71,0.239,0.319,0.415,0.734,0.308,97,7,3,1,1,3,1
315,garvemi01,27,MIN,1,,1,4,4,0,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.25,1,0,0,0,0,0,0
316,gausmke01,27,TOT,183.2,,31,776,715,85,189,39,3,26,11,3,50,148,0.264,0.317,0.436,0.753,0.299,312,15,7,0,4,1,3
317,gausmke01,27,BAL,124,,21,534,495,62,139,30,2,21,6,2,32,104,0.281,0.33,0.477,0.806,0.317,236,11,5,0,2,0,2
318,gausmke01,27,ATL,59.2,,10,242,220,23,50,9,1,5,5,1,18,44,0.227,0.289,0.345,0.635,0.26,76,4,2,0,2,1,1
319,gavigsa01,28,TOR,123.2,,26,548,498,77,140,25,3,21,18,5,38,105,0.281,0.335,0.47,0.804,0.316,234,3,4,4,4,1,7
320,gearrco01,32,TOT,57.1,,62,248,220,24,56,10,1,7,8,0,21,53,0.255,0.336,0.405,0.741,0.306,89,4,6,1,0,1,1
321,gearrco01,32,TOT,27.1,,27,111,100,10,23,4,1,2,4,0,8,22,0.23,0.306,0.35,0.656,0.276,35,2,3,0,0,0,0
322,gearrco01,32,SFG,30,,35,137,120,14,33,6,0,5,4,0,13,31,0.275,0.36,0.45,0.81,0.333,54,2,3,1,0,1,1
323,gearrco01,32,TEX,21.1,,21,82,74,6,13,2,0,2,3,0,6,20,0.176,0.256,0.284,0.54,0.212,21,2,2,0,0,0,0
324,gearrco01,32,OAK,6,,6,29,26,4,10,2,1,0,1,0,2,2,0.385,0.448,0.538,0.987,0.417,14,0,1,0,0,0,0
325,germado01,25,NYY,85.2,,21,375,335,55,81,19,4,15,7,0,33,102,0.242,0.317,0.457,0.774,0.3,153,2,5,0,2,0,2
326,gibsoky01,30,MIN,196.2,,32,826,733,88,177,30,3,23,3,4,79,179,0.241,0.316,0.385,0.701,0.286,282,23,4,3,7,2,6
