playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
lamarry01,2018,2,CHA,AL,33,66,8,20,6,0,2,10,1,1,2,20,0,1,0,2,0
lambja01,2018,1,ARI,NL,56,207,34,46,8,0,6,31,1,2,26,65,0,1,0,4,4
lambjo02,2018,1,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lasteto01,2018,1,CHN,NL,123,169,23,45,8,0,1,19,0,1,17,27,1,2,0,0,5
lauerer01,2018,1,SDN,NL,23,30,1,2,1,0,0,1,0,0,1,15,0,0,5,1,0
laurera01,2018,1,OAK,AL,48,156,27,45,12,1,5,19,7,1,16,50,0,2,0,2,0
lavarry01,2018,1,PIT,NL,6,6,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0
lawde01,2018,1,SFN,NL,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lawreca01,2018,1,SEA,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leakemi01,2018,1,SEA,AL,31,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
leblawa01,2018,1,SEA,AL,32,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
leclejo01,2018,1,TEX,AL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leebr01,2018,1,MIA,NL,8,17,0,3,0,0,0,2,0,0,1,8,0,0,0,0,0
leitema02,2018,1,PHI,NL,12,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
leitema02,2018,2,TOR,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemahdj01,2018,1,COL,NL,128,533,90,147,32,2,15,62,6,5,37,82,0,2,2,7,14
leonedo01,2018,1,SLN,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leonsa01,2018,1,BOS,AL,89,265,30,47,12,0,5,22,1,0,15,75,0,4,3,1,6
lestejo01,2018,1,CHN,NL,34,59,4,7,0,0,1,9,0,0,0,22,0,0,6,0,1
lewicar01,2018,1,DET,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liberad01,2018,1,LAN,NL,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lindofr01,2018,1,CLE,AL,158,661,129,183,42,2,38,92,25,10,70,107,7,8,3,3,5
lintz01,2018,1,BOS,AL,37,65,15,16,6,1,1,6,0,1,8,17,0,0,0,0,0
liriafr01,2018,1,DET,AL,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
litteza01,2018,1,MIN,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livelbe01,2018,1,PHI,NL,6,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
livelbe01,2018,2,KCA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loaisjo01,2018,1,NYA,AL,9,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
lobatjo01,2018,1,NYN,NL,22,49,3,7,2,1,0,4,0,0,7,15,0,0,0,1,2
locasti01,2018,1,LAN,NL,18,11,6,2,1,0,0,0,4,0,2,5,0,1,0,0,0
lockean01,2018,1,SDN,NL,4,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
loganbo02,2018,1,MIL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longoev01,2018,1,SFN,NL,125,480,51,117,25,4,16,54,3,1,22,101,3,5,0,5,11
lopezjo02,2018,1,MIL,NL,10,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0
lopezjo02,2018,2,KCA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lopezpa01,2018,1,MIA,NL,12,16,1,3,0,0,0,0,0,0,1,8,0,0,1,0,0
lopezra02,2018,1,SDN,NL,37,102,11,18,2,0,3,13,1,0,13,43,3,0,0,2,1
lopezre01,2018,1,CHA,AL,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lopezyo01,2018,1,ARI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorenmi01,2018,1,CIN,NL,55,31,5,9,1,0,4,10,0,0,2,9,0,0,1,0,4
loupaa01,2018,1,TOR,AL,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loupaa01,2018,2,PHI,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lowebr01,2018,1,TBA,AL,43,129,16,30,6,2,6,25,2,1,16,38,0,2,0,1,3
lowrije01,2018,1,OAK,AL,157,596,78,159,37,1,23,99,0,0,78,128,1,3,0,3,8
lucasjo02,2018,1,OAK,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucchjo01,2018,1,SDN,NL,26,34,2,2,0,0,0,1,0,0,4,21,0,0,0,1,0
lucrojo01,2018,1,OAK,AL,126,415,41,100,21,1,4,51,0,0,29,65,1,3,1,6,12
lugoda01,2018,1,DET,AL,27,94,10,20,4,1,1,8,0,0,7,20,0,0,0,0,2
lugose01,2018,1,NYN,NL,54,11,1,1,0,0,0,0,0,0,1,8,0,0,1,0,0
luplojo01,2018,1,PIT,NL,37,92,16,17,1,3,3,7,2,2,10,18,0,1,0,0,7
lylesjo01,2018,1,SDN,NL,26,13,2,0,0,0,0,1,0,0,2,7,0,0,2,0,1
lylesjo01,2018,2,MIL,NL,11,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
lynnla01,2018,1,MIN,AL,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lynnla01,2018,2,NYA,AL,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
lyonsty01,2018,1,SLN,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machadi01,2018,1,DET,AL,67,214,20,44,13,1,1,21,1,1,14,41,1,3,1,1,2
machama01,2018,1,BAL,AL,96,365,48,115,21,1,24,65,8,1,45,51,12,0,0,3,14
machama01,2018,2,LAN,NL,66,267,36,73,14,2,13,42,6,1,25,53,6,2,0,2,12
madsory01,2018,1,WAS,NL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madsory01,2018,2,LAN,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maedake01,2018,1,LAN,NL,41,32,0,3,0,0,0,0,0,0,0,9,0,0,8,0,1
magilma01,2018,1,MIN,AL,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mahlety01,2018,1,CIN,NL,24,29,0,3,1,0,0,0,0,0,2,10,0,0,3,0,0
mahtomi01,2018,1,DET,AL,67,223,24,45,4,2,9,29,4,1,21,66,1,3,0,3,3
mailelu01,2018,1,TOR,AL,68,202,22,50,13,1,3,27,2,0,25,67,0,2,0,2,4
makitka01,2018,1,SDN,NL,27,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
maldoma01,2018,1,LAA,AL,78,265,24,59,14,0,5,32,0,1,13,73,0,10,1,1,3
maldoma01,2018,2,HOU,AL,41,108,15,25,4,1,4,12,0,0,3,25,0,1,1,1,5
manaese01,2018,1,OAK,AL,27,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mancitr01,2018,1,BAL,AL,156,582,69,141,23,3,24,58,0,1,44,153,1,5,0,5,17
mannbr01,2018,1,TEX,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mapledi01,2018,1,CHN,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margoma01,2018,1,SDN,NL,141,477,50,117,26,8,8,51,11,10,32,88,4,2,1,7,9
marinjh01,2018,1,BAL,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marisja01,2018,1,HOU,AL,103,213,34,45,8,1,10,28,6,2,15,84,1,4,1,1,6
marjami01,2018,1,SEA,AL,10,27,1,3,3,0,0,0,0,1,2,6,0,0,0,0,2
markani01,2018,1,ATL,NL,162,623,78,185,43,2,14,93,1,1,72,80,10,1,0,9,18
marquge01,2018,1,COL,NL,33,60,4,18,0,0,1,5,0,0,0,11,0,0,5,0,1
marrede01,2018,1,ARI,NL,49,78,11,13,1,1,0,7,3,0,6,23,0,0,0,1,5
marshev01,2018,1,CLE,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marteje01,2018,1,LAA,AL,90,194,28,42,7,1,7,22,1,1,13,41,0,2,0,0,6
marteke01,2018,1,ARI,NL,153,520,68,135,26,12,14,59,6,1,54,79,3,3,1,2,12
martest01,2018,1,PIT,NL,145,559,81,155,32,5,20,72,33,14,35,109,2,8,1,3,11
martica04,2018,1,SLN,NL,34,33,1,8,2,0,1,4,0,0,0,11,0,0,2,1,0
martich02,2018,1,TEX,AL,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martijd02,2018,1,BOS,AL,150,569,111,188,37,2,43,130,6,1,58,146,11,4,0,7,19
martijo08,2018,1,SLN,NL,152,534,64,163,30,0,17,83,0,3,49,104,0,2,2,3,15
martile01,2018,1,DET,AL,78,303,45,76,15,3,9,29,7,3,29,75,1,3,0,1,1
martile01,2018,2,CLE,AL,6,15,3,5,0,0,2,4,0,1,1,2,0,0,0,1,1
martini02,2018,1,OAK,AL,55,152,26,45,9,3,1,19,0,0,21,36,1,5,0,1,0
martiru01,2018,1,TOR,AL,90,289,37,56,8,0,10,25,0,3,56,82,0,7,0,0,7
martivi01,2018,1,DET,AL,133,467,32,117,21,0,9,54,0,0,32,49,4,2,0,7,19
mathije01,2018,1,ARI,NL,69,195,15,39,9,1,1,20,0,0,20,66,1,0,1,2,7
matonph01,2018,1,SDN,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matzst01,2018,1,NYN,NL,30,46,2,5,1,0,2,4,0,0,3,13,0,0,4,0,1
mauerjo01,2018,1,MIN,AL,127,486,64,137,27,1,6,48,0,1,51,86,5,2,1,3,9
maurebr01,2018,1,KCA,AL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxwebr01,2018,1,OAK,AL,18,55,5,10,4,0,1,6,0,0,2,13,0,0,0,1,3
maybica01,2018,1,MIA,NL,99,251,20,63,12,1,3,20,8,5,32,55,1,2,0,2,3
maybica01,2018,2,SEA,AL,30,91,12,22,2,1,1,8,2,0,6,20,0,0,0,0,4
mayermi01,2018,1,SLN,NL,50,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
maytr01,2018,1,MIN,AL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayzati01,2018,1,TOR,AL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mazarno01,2018,1,TEX,AL,128,489,61,126,25,1,20,77,1,0,40,116,2,4,0,3,13
mazzoco01,2018,1,CHN,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcallza01,2018,1,CLE,AL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcallza01,2018,2,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccanbr01,2018,1,HOU,AL,63,189,22,40,3,0,7,23,0,1,19,40,0,6,0,2,7
mccanja02,2018,1,DET,AL,118,427,31,94,16,0,8,39,0,3,26,116,0,2,0,2,9
mccarbr01,2018,1,ATL,NL,15,29,1,3,2,0,0,2,0,0,0,19,0,0,2,0,0
mccarke01,2018,1,KCA,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccread01,2018,1,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcculla02,2018,1,HOU,AL,25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mccutan01,2018,1,SFN,NL,130,482,65,123,28,2,15,55,13,6,73,123,1,7,0,6,11
mccutan01,2018,2,NYA,AL,25,87,18,22,2,1,5,10,1,3,22,22,0,4,0,1,1
mcfartj01,2018,1,ARI,NL,47,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
mcgeeja01,2018,1,COL,NL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcgowky01,2018,1,WAS,NL,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcgraky01,2018,1,SDN,NL,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcguide02,2018,1,TOR,AL,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mcguide02,2018,2,LAA,AL,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mcguire01,2018,1,TOR,AL,14,31,5,9,3,0,2,4,1,0,2,9,0,0,0,0,0
mchugco01,2018,1,HOU,AL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mckinbi01,2018,1,NYA,AL,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
mckinbi01,2018,2,TOR,AL,36,115,14,29,7,0,6,13,1,0,11,32,0,1,0,1,0
mcmahry01,2018,1,COL,NL,91,181,17,42,9,1,5,19,1,0,18,64,2,2,0,1,0
mcneije01,2018,1,NYN,NL,63,225,35,74,11,6,3,19,7,1,14,24,1,5,4,0,2
mcraeal01,2018,1,PIT,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meadoau01,2018,1,PIT,NL,49,154,16,45,8,2,5,13,4,1,8,35,2,1,0,2,1
meadoau01,2018,2,TBA,AL,10,24,3,6,1,0,1,4,1,0,2,5,0,0,0,0,0
meansjo01,2018,1,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medlekr01,2018,1,ARI,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
meisiry01,2018,1,BAL,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mejiaad01,2018,1,MIN,AL,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mejiafr01,2018,1,CLE,AL,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mejiafr01,2018,2,SDN,NL,20,54,6,10,2,0,3,8,0,0,3,19,0,1,0,0,2
melanma01,2018,1,SFN,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mellake01,2018,1,CIN,NL,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
mendeyo01,2018,1,TEX,AL,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mengdda01,2018,1,OAK,AL,22,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
mercejo03,2018,1,PIT,NL,117,394,43,99,29,2,6,39,2,0,32,87,9,6,1,3,12
merriwh01,2018,1,KCA,AL,158,632,88,192,43,3,12,60,45,10,61,114,2,6,2,6,12
mesorde01,2018,1,CIN,NL,18,41,1,9,2,0,1,3,0,0,2,10,0,2,0,0,2
mesorde01,2018,2,NYN,NL,66,203,23,45,8,0,10,30,0,0,23,42,3,2,0,1,7
meyerbe02,2018,1,MIA,NL,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middlke01,2018,1,LAA,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mikolmi01,2018,1,SLN,NL,34,63,4,9,1,0,2,6,0,0,2,33,0,0,5,1,0
mileywa01,2018,1,MIL,NL,16,27,1,5,0,0,0,0,0,0,1,11,0,0,0,0,0
millean01,2018,1,CLE,AL,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
millebr02,2018,1,TBA,AL,48,156,16,40,10,1,5,21,0,0,16,51,0,0,0,2,2
millebr02,2018,2,MIL,NL,27,74,5,17,3,1,2,8,0,0,6,31,1,0,0,0,2
milleju02,2018,1,WAS,NL,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
millesh01,2018,1,ARI,NL,5,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
millsal02,2018,1,CHN,NL,7,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
milneho01,2018,1,PHI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milneho01,2018,2,TBA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milonto01,2018,1,WAS,NL,5,7,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0
minayju01,2018,1,CHA,AL,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minormi01,2018,1,TEX,AL,28,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
minteaj01,2018,1,ATL,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miranar01,2018,1,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitchbr01,2018,1,SDN,NL,16,18,0,2,0,0,0,0,0,0,0,10,0,0,1,0,0
molinya01,2018,1,SLN,NL,123,459,55,120,20,0,20,74,4,3,29,66,0,9,0,6,15
moncayo01,2018,1,CHA,AL,149,578,73,136,32,6,17,61,12,6,67,217,1,1,2,2,4
mondera02,2018,1,KCA,AL,75,275,47,76,13,3,14,37,32,7,11,77,0,1,3,1,2
montafr01,2018,1,OAK,AL,13,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
montemi01,2018,1,WAS,NL,4,11,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0
montgjo01,2018,1,NYA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montgmi01,2018,1,CHN,NL,39,33,1,3,0,0,0,1,0,0,1,20,0,0,1,0,0
mooread01,2018,1,TBA,AL,8,18,2,4,1,0,1,2,0,0,1,7,0,0,1,0,0
moorema02,2018,1,TEX,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moralke01,2018,1,TOR,AL,130,413,47,103,15,0,21,57,2,3,50,95,5,3,0,5,15
moralos01,2018,1,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moranco01,2018,1,PIT,NL,144,415,49,115,19,1,11,58,0,2,39,82,4,4,0,7,6
morelmi01,2018,1,BOS,AL,124,404,57,99,23,4,15,68,2,0,50,102,2,0,0,5,12
morgaad01,2018,1,PHI,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morinmi01,2018,1,SEA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morofma01,2018,1,PIT,NL,26,59,7,11,1,0,3,9,0,0,7,24,1,1,0,0,0
moronre01,2018,1,SFN,NL,69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
morriak01,2018,1,LAA,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morrilo01,2018,1,MIN,AL,95,318,41,59,13,0,15,39,1,0,34,80,0,6,0,1,3
morrobr01,2018,1,CHN,NL,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mortoch02,2018,1,HOU,AL,30,6,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
motteta01,2018,1,SEA,AL,8,15,2,4,0,0,1,1,0,0,2,5,0,0,0,0,0
motteta01,2018,2,MIN,AL,9,19,0,1,0,0,0,1,1,0,2,3,0,0,0,0,0
moustmi01,2018,1,KCA,AL,98,378,46,94,21,1,20,62,3,0,30,63,3,5,0,4,10
moustmi01,2018,2,MIL,NL,54,195,20,50,12,0,8,33,1,1,19,40,2,2,0,2,3
moyaga01,2018,1,MIN,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moylape01,2018,1,ATL,NL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mullice01,2018,1,BAL,AL,45,170,23,40,9,0,4,11,2,3,17,37,0,2,2,0,1
muncyma01,2018,1,LAN,NL,137,395,75,104,17,2,35,79,3,0,79,131,6,5,0,2,4
munozya01,2018,1,SLN,NL,108,293,39,81,16,0,8,42,5,6,30,71,7,4,0,2,3
murphda08,2018,1,WAS,NL,56,190,17,57,9,0,6,29,1,0,13,17,2,0,0,2,4
murphda08,2018,2,CHN,NL,35,138,23,41,6,0,6,13,2,0,7,23,0,0,0,1,1
murphjr01,2018,1,ARI,NL,87,208,19,42,9,0,9,24,0,0,11,71,1,1,2,1,1
murphto04,2018,1,COL,NL,37,93,5,21,7,1,2,11,0,1,3,44,1,0,0,0,2
musgrha01,2018,1,COL,NL,35,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
musgrjo01,2018,1,PIT,NL,20,31,2,5,1,0,0,0,0,0,0,12,0,0,4,0,0
myerswi01,2018,1,SDN,NL,83,312,39,79,25,1,11,39,13,1,30,94,1,0,0,1,10
naquity01,2018,1,CLE,AL,61,174,22,46,7,0,3,23,1,1,6,42,1,2,0,1,1
narvaom01,2018,1,CHA,AL,97,280,30,77,14,1,9,30,0,2,38,65,1,2,2,0,5
navaref01,2018,1,CHN,NL,4,6,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
nealza01,2018,1,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
negrokr01,2018,1,ARI,NL,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
negrokr01,2018,2,SEA,AL,18,29,6,6,0,0,1,3,2,0,1,9,0,0,0,0,1
nerishe01,2018,1,PHI,NL,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neshepa01,2018,1,PHI,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neverdo01,2018,1,PIT,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newbeja01,2018,1,KCA,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newcose01,2018,1,ATL,NL,31,45,3,2,1,0,0,1,0,0,1,32,0,0,7,0,0
newmake01,2018,1,PIT,NL,31,91,7,19,2,0,0,6,0,1,4,23,1,1,0,1,2
ngoepgi01,2018,1,TOR,AL,13,18,2,1,0,0,0,0,0,0,1,12,0,0,0,0,0
nicasju01,2018,1,SEA,AL,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nidoto01,2018,1,NYN,NL,34,84,10,14,3,0,1,9,0,0,4,27,0,0,0,2,4
nimmobr01,2018,1,NYN,NL,140,433,77,114,28,8,17,47,9,6,80,140,2,22,0,0,8
nixja02,2018,1,SDN,NL,9,15,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0
nolaaa01,2018,1,PHI,NL,33,62,0,3,1,0,0,4,0,0,1,36,0,0,7,0,3
norribu01,2018,1,SLN,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
norrida01,2018,1,DET,AL,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
norwoja01,2018,1,CHN,NL,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
nottija01,2018,1,MIL,NL,9,20,2,4,1,0,0,0,0,0,4,8,0,0,0,0,0
novaiv01,2018,1,PIT,NL,29,53,1,1,0,0,0,0,0,0,0,30,0,0,3,0,1
nunezed02,2018,1,BOS,AL,127,480,56,127,23,3,10,44,7,2,16,69,0,2,1,3,17
nunezre01,2018,1,TEX,AL,13,36,2,6,1,0,1,2,0,0,3,12,0,1,0,1,0
nunezre01,2018,2,BAL,AL,60,200,26,55,13,0,7,20,0,0,16,50,0,3,0,1,4
nunovi01,2018,1,TBA,AL,17,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
oakstr01,2018,1,KCA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obergsc01,2018,1,COL,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obriepe04,2018,1,MIA,NL,22,66,8,18,5,0,4,10,0,0,7,22,0,0,0,1,2
odayda01,2018,1,BAL,AL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odorija01,2018,1,MIN,AL,33,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
odorro01,2018,1,TEX,AL,129,474,76,120,23,2,18,63,12,12,43,127,2,11,2,5,5
ogandal01,2018,1,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ogradch01,2018,1,MIA,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohearry01,2018,1,KCA,AL,44,149,23,39,10,2,12,30,0,0,20,45,0,1,0,0,0
ohse01,2018,1,TOR,AL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohse01,2018,2,COL,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohtansh01,2018,1,LAA,AL,114,326,59,93,21,2,22,61,10,4,37,102,2,2,0,1,2
okertst01,2018,1,SFN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olsonma02,2018,1,OAK,AL,162,580,85,143,33,0,29,84,2,1,70,163,3,8,0,2,13
olsonty01,2018,1,CLE,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oneilty01,2018,1,SLN,NL,61,130,29,33,5,0,9,23,2,0,7,57,0,3,0,2,0
orfna01,2018,1,MIL,NL,15,21,4,2,0,0,1,1,1,0,3,8,0,1,0,0,1
orlanpa01,2018,1,KCA,AL,25,90,6,15,3,0,0,5,0,0,3,25,0,0,0,0,3
ortegra01,2018,1,MIA,NL,41,133,10,31,3,1,0,7,5,2,10,23,0,0,0,0,5
ortizlu02,2018,1,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osichjo01,2018,1,SFN,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osunajo01,2018,1,PIT,NL,51,106,14,24,9,0,3,11,0,0,3,22,0,1,0,1,2
osunaro01,2018,1,TOR,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osunaro01,2018,2,HOU,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oswalco01,2018,1,NYN,NL,17,18,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0
oteroda01,2018,1,CLE,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ottavad01,2018,1,COL,NL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owingch01,2018,1,ARI,NL,106,281,34,58,15,0,4,22,11,4,24,75,4,2,0,2,4
ozunama01,2018,1,SLN,NL,148,582,69,163,16,2,23,88,3,0,38,110,2,3,0,4,10
paganem01,2018,1,OAK,AL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
